production_budget,opening_gross,usa_gross,worldwide_gross,title_year,aspect_ratio,duration,cast_total_facebook_likes,budget,imdb_score,gross
175000000.0,68108790.0,293004164.0,735099082.0,2009.0,1.85,96.0,2635.0,175000000.0,8.3,292979556.0
175000000.0,59321095.0,198351526.0,381509870.0,2009.0,2.35,94.0,2579.0,175000000.0,6.5,198332128.0
140000000.0,98618668.0,319034126.0,585796247.0,2008.0,2.35,126.0,39252.0,140000000.0,7.9,318298180.0
150000000.0,11364505.0,73864507.0,185770160.0,2011.0,1.85,126.0,36017.0,170000000.0,7.5,73820094.0
170000000.0,27687484.0,113804681.0,222104681.0,1999.0,1.85,106.0,15870.0,170000000.0,4.8,113745408.0
145000000.0,40457770.0,102491776.0,403449830.0,2008.0,2.35,112.0,9131.0,145000000.0,5.2,102176165.0
175000000.0,133682248.0,325100054.0,746846894.0,2016.0,2.35,123.0,11287.0,175000000.0,6.9,161087183.0
175000000.0,31192615.0,100462298.0,174440724.0,2007.0,2.35,96.0,108016.0,175000000.0,5.4,100289690.0
178000000.0,28760246.0,100206256.0,370541256.0,2014.0,2.35,113.0,12652.0,178000000.0,7.9,100189501.0
175000000.0,21171780.0,88246220.0,264218220.0,1995.0,1.85,176.0,1004.0,175000000.0,6.1,88246220.0
175000000.0,54713046.0,150201498.0,302469017.0,2009.0,2.35,118.0,26683.0,175000000.0,5.8,150167630.0
175000000.0,90440272.0,356921711.0,858071174.0,2015.0,1.85,95.0,2944.0,175000000.0,8.3,356454367.0
175000000.0,103261464.0,364001123.0,966552003.0,2016.0,1.85,106.0,32921.0,175000000.0,7.8,362645141.0
200000000.0,128122480.0,312433331.0,623933331.0,2010.0,2.35,124.0,48638.0,200000000.0,7.0,312057433.0
170000000.0,56217700.0,155332381.0,396592829.0,2012.0,2.35,132.0,72881.0,170000000.0,6.1,155111815.0
180000000.0,69431298.0,241410378.0,758410378.0,2014.0,2.35,97.0,15516.0,180000000.0,7.0,241407328.0
170000000.0,72611427.0,208545589.0,710644566.0,2014.0,1.85,130.0,14363.0,170000000.0,7.6,208543795.0
175000000.0,9910310.0,38362475.0,151783839.0,2013.0,2.35,128.0,20965.0,175000000.0,6.3,38297305.0
170000000.0,95023721.0,259766572.0,714421503.0,2014.0,2.35,136.0,36188.0,170000000.0,7.8,259746958.0
165000000.0,70838207.0,238736787.0,752600867.0,2010.0,2.35,93.0,4628.0,165000000.0,6.4,238371987.0
190000000.0,33028165.0,93436322.0,209035668.0,2015.0,2.2,130.0,5046.0,190000000.0,6.5,93417865.0
165000000.0,56215889.0,222527828.0,657857416.0,2014.0,2.39,102.0,2963.0,165000000.0,7.9,222487711.0
165000000.0,49038712.0,189422889.0,471222889.0,2012.0,2.35,101.0,4451.0,165000000.0,7.8,189412677.0
165000000.0,23323463.0,187224490.0,313500433.0,2004.0,2.35,100.0,16264.0,165000000.0,6.6,665426.0
165000000.0,41039944.0,103144286.0,389681935.0,2016.0,2.35,120.0,3233.0,165000000.0,5.5,102315545.0
165000000.0,43732319.0,217581231.0,494878759.0,2010.0,2.35,98.0,20453.0,165000000.0,8.2,217387997.0
200000000.0,44041440.0,150371112.0,433371112.0,2003.0,2.35,109.0,1769.0,200000000.0,6.4,150350192.0
170000000.0,94320883.0,333176600.0,772787572.0,2014.0,2.35,121.0,32438.0,170000000.0,8.1,333130696.0
165000000.0,47510360.0,188020017.0,701425276.0,2014.0,2.35,169.0,31488.0,165000000.0,8.6,187991439.0
160000000.0,62785337.0,292576195.0,829925498.0,2010.0,2.35,148.0,81115.0,160000000.0,8.8,292568851.0
180000000.0,84617303.0,303003568.0,1017003568.0,2012.0,2.35,182.0,9152.0,180000000.0,7.9,303001229.0
38000000.0,40089015.0,144533925.0,214463726.0,2001.0,2.35,106.0,45327.0,38000000.0,6.7,144512310.0
150000000.0,26853816.0,127509326.0,335802786.0,2008.0,2.35,166.0,13333.0,150000000.0,7.8,127490802.0
160000000.0,55101604.0,146408305.0,352616690.0,2011.0,2.35,132.0,50983.0,160000000.0,7.8,146405371.0
160000000.0,102665981.0,281723902.0,658344137.0,2015.0,2.35,137.0,81385.0,160000000.0,6.6,281666058.0
150000000.0,17619622.0,63150991.0,215283742.0,2010.0,2.35,109.0,13388.0,150000000.0,6.1,63143812.0
160000000.0,22155410.0,60674817.0,181674817.0,2006.0,2.35,98.0,92456.0,160000000.0,5.6,60655503.0
170000000.0,26858726.0,77041381.0,299457024.0,2016.0,1.85,113.0,80806.0,170000000.0,6.4,76846624.0
160000000.0,121629270.0,322719944.0,813367380.0,2007.0,1.85,93.0,4705.0,160000000.0,6.1,320706665.0
160000000.0,24166110.0,47365290.0,439048914.0,2016.0,2.35,123.0,5505.0,160000000.0,7.3,46978995.0
155000000.0,27018486.0,89760956.0,440603537.0,2015.0,2.35,126.0,38873.0,155000000.0,6.6,89732035.0
155000000.0,24005069.0,104386950.0,415686217.0,2010.0,1.78,113.0,764.0,155000000.0,6.3,104383624.0
140000000.0,59078912.0,198542554.0,449220945.0,2001.0,2.35,184.0,5401.0,140000000.0,6.1,198539855.0
150000000.0,70502384.0,319246193.0,709709780.0,2007.0,2.35,144.0,2333.0,150000000.0,7.1,318759914.0
155000000.0,13687087.0,34297191.0,167298192.0,2004.0,2.35,206.0,24598.0,155000000.0,5.5,34293771.0
150000000.0,77108414.0,292353413.0,942900866.0,2007.0,2.35,138.0,33433.0,150000000.0,7.5,292000866.0
150000000.0,102685961.0,290417905.0,896374191.0,2005.0,2.35,157.0,53413.0,150000000.0,7.6,289994397.0
150000000.0,62603879.0,227946274.0,629443428.0,2008.0,2.35,102.0,21584.0,150000000.0,6.4,227946274.0
150000000.0,77211321.0,256393010.0,585410052.0,2007.0,2.35,104.0,13076.0,150000000.0,7.2,256386216.0
150000000.0,56178450.0,206459076.0,474968763.0,2005.0,1.85,115.0,57844.0,150000000.0,6.7,206456431.0
150000000.0,47027395.0,206445654.0,623726085.0,2007.0,2.35,111.0,4764.0,150000000.0,8.0,206435493.0
150000000.0,48745440.0,206852432.0,379714510.0,2005.0,2.35,128.0,59558.0,150000000.0,8.3,205343774.0
150000000.0,63106589.0,180010950.0,603900354.0,2008.0,1.85,89.0,3285.0,150000000.0,6.7,179982968.0
150000000.0,54173286.0,177243721.0,413106170.0,2009.0,2.35,105.0,54039.0,150000000.0,5.9,177243721.0
150000000.0,85058003.0,179883157.0,373062864.0,2009.0,2.35,119.0,40054.0,150000000.0,6.7,179883016.0
150000000.0,48475154.0,139313948.0,427344064.0,2003.0,2.35,129.0,1062.0,150000000.0,6.7,139259759.0
150000000.0,243390.0,400738009.0,1280803353.0,2013.0,2.24,102.0,2582.0,150000000.0,7.6,400736600.0
150000000.0,91774413.0,281576461.0,741847697.0,2003.0,2.35,138.0,534.0,150000000.0,7.2,281492479.0
170000000.0,85737841.0,206362140.0,644783140.0,2013.0,2.35,112.0,59803.0,170000000.0,7.1,206360018.0
150000000.0,45428128.0,154058340.0,375215008.0,2015.0,2.35,120.0,40025.0,150000000.0,8.1,153629485.0
150000000.0,46204168.0,133375846.0,485930816.0,2009.0,2.35,146.0,16948.0,150000000.0,6.7,133375846.0
150000000.0,65723338.0,181030624.0,449326618.0,2011.0,2.35,115.0,60059.0,150000000.0,7.0,181015141.0
150000000.0,26223128.0,114053579.0,309979994.0,2008.0,1.85,96.0,20007.0,150000000.0,6.9,114053579.0
150000000.0,31706934.0,119436770.0,292817841.0,2009.0,2.35,88.0,2217.0,150000000.0,5.1,119420252.0
150000000.0,33457188.0,83670083.0,301970083.0,2012.0,1.85,99.0,16184.0,150000000.0,5.8,83640426.0
150000000.0,29685274.0,79727149.0,245527149.0,2012.0,1.85,113.0,80849.0,100000000.0,6.2,79711678.0
150000000.0,55520089.0,195042377.0,682716636.0,2015.0,2.35,131.0,21840.0,150000000.0,7.4,195000874.0
150000000.0,31479235.0,61979680.0,139789765.0,2010.0,1.85,119.0,13071.0,150000000.0,5.8,61937495.0
180000000.0,38527856.0,126643061.0,356700357.0,2016.0,2.35,110.0,21175.0,180000000.0,6.6,124051759.0
150000000.0,38021044.0,126631277.0,293514336.0,2007.0,1.85,91.0,6576.0,150000000.0,6.2,126597121.0
150000000.0,47656302.0,165249063.0,665692281.0,2011.0,2.35,90.0,21015.0,150000000.0,7.3,165230261.0
150000000.0,40325019.0,131772187.0,319713881.0,2010.0,2.35,103.0,2857.0,150000000.0,4.2,131564731.0
150000000.0,47743273.0,134029801.0,398479497.0,2006.0,2.35,124.0,34817.0,150000000.0,6.9,133382309.0
150000000.0,24852258.0,73103784.0,205366737.0,2013.0,2.35,131.0,18204.0,150000000.0,6.4,73103784.0
150000000.0,6914488.0,21392758.0,39233678.0,2011.0,2.35,88.0,2652.0,150000000.0,5.4,21379315.0
149000000.0,18814323.0,64665672.0,178281554.0,2006.0,1.85,85.0,35161.0,149000000.0,6.7,64459316.0
150000000.0,15315435.0,35088320.0,128388320.0,2015.0,2.35,111.0,21393.0,150000000.0,5.8,34964818.0
145000000.0,32207057.0,111506430.0,275698039.0,2014.0,1.85,92.0,5810.0,145000000.0,6.9,111505642.0
175000000.0,46865412.0,133378256.0,497409852.0,2004.0,2.35,196.0,17944.0,175000000.0,7.2,133228348.0
145000000.0,60316738.0,216391482.0,746921274.0,2012.0,1.85,93.0,2444.0,145000000.0,6.9,216366733.0
142000000.0,47072040.0,160942139.0,431971116.0,2002.0,2.35,133.0,2538.0,142000000.0,6.1,160201106.0
144000000.0,46018755.0,128350574.0,229147509.0,2016.0,2.35,116.0,2097.0,144000000.0,5.5,118099659.0
140000000.0,36089972.0,201578182.0,553709788.0,1998.0,2.35,153.0,26029.0,140000000.0,6.6,201573391.0
140000000.0,52148751.0,193735288.0,445135288.0,2002.0,1.85,88.0,14823.0,140000000.0,6.1,190418803.0
150000000.0,27515871.0,82280579.0,196393745.0,2007.0,2.35,115.0,31523.0,150000000.0,6.3,82161969.0
145000000.0,41282042.0,143528619.0,521170825.0,2016.0,2.35,95.0,36095.0,145000000.0,7.2,143523463.0
145000000.0,12785204.0,209397903.0,694713380.0,2011.0,2.35,133.0,21768.0,145000000.0,7.4,209364921.0
145000000.0,23773465.0,103412758.0,306941670.0,2012.0,1.85,97.0,20645.0,145000000.0,7.3,103400692.0
100000000.0,14383515.0,110332737.0,204681899.0,2005.0,2.35,90.0,1997.0,100000000.0,6.1,110332737.0
140000000.0,24271354.0,111127263.0,454627263.0,2003.0,2.35,154.0,11945.0,140000000.0,7.7,111110575.0
140000000.0,24115934.0,65014513.0,268175631.0,2014.0,2.35,150.0,26490.0,140000000.0,6.1,65007045.0
150000000.0,75204289.0,257730019.0,385680446.0,2009.0,2.35,127.0,39284.0,150000000.0,8.0,257704099.0
139000000.0,114844116.0,407022860.0,825025036.0,2002.0,1.85,121.0,40484.0,139000000.0,7.3,403706375.0
145000000.0,49451322.0,177002924.0,621537519.0,2014.0,2.35,102.0,23378.0,145000000.0,7.9,176997107.0
140000000.0,14123903.0,31153464.0,150680864.0,2016.0,2.35,126.0,19769.0,140000000.0,5.5,31141074.0
135000000.0,13251545.0,32116746.0,79268322.0,2005.0,2.35,121.0,2705.0,135000000.0,5.0,31704416.0
130000000.0,55214334.0,107509799.0,185382813.0,2009.0,2.35,215.0,2530.0,130000000.0,7.7,107503316.0
140000000.0,34048124.0,130444603.0,285444603.0,1998.0,2.35,127.0,6171.0,140000000.0,6.6,129734803.0
137000000.0,62128420.0,132177234.0,245285165.0,2003.0,1.85,138.0,1814.0,137000000.0,5.7,132122995.0
130000000.0,40501814.0,122523060.0,375740705.0,2013.0,2.35,122.0,31958.0,130000000.0,5.8,122512052.0
130000000.0,18068372.0,68671925.0,119240351.0,2005.0,2.35,124.0,13073.0,130000000.0,6.0,68642452.0
137000000.0,11408853.0,32131830.0,85131830.0,2001.0,1.85,106.0,15015.0,137000000.0,6.4,32131830.0
140000000.0,65058524.0,176654505.0,370569774.0,2011.0,2.35,124.0,19761.0,140000000.0,6.9,176636816.0
135000000.0,35519007.0,126943684.0,361832400.0,1999.0,2.35,128.0,2037.0,135000000.0,6.4,126930660.0
150000000.0,25105990.0,93927920.0,211622535.0,2003.0,2.35,138.0,1205.0,150000000.0,7.4,93926386.0
120000000.0,141067634.0,292324737.0,829746820.0,2012.0,2.35,115.0,59177.0,120000000.0,5.5,292298923.0
135000000.0,21237068.0,64006466.0,159196259.0,2011.0,2.35,100.0,62644.0,135000000.0,5.9,63992328.0
150000000.0,55414050.0,134806913.0,264770996.0,2008.0,2.35,135.0,5811.0,150000000.0,6.8,134518390.0
140000000.0,18775350.0,55483770.0,195243411.0,2016.0,2.35,117.0,1950.0,140000000.0,6.8,52792307.0
135000000.0,474560.0,183637894.0,532950503.0,2015.0,2.35,156.0,57108.0,135000000.0,8.1,183635922.0
135000000.0,21312625.0,83028128.0,282570682.0,2013.0,2.35,96.0,17416.0,135000000.0,6.5,83024900.0
135000000.0,38079323.0,123477607.0,245724603.0,2011.0,2.35,107.0,43291.0,135000000.0,7.2,123207194.0
132000000.0,25447444.0,83850911.0,373515621.0,2014.0,1.85,92.0,19963.0,132000000.0,6.7,83348920.0
110000000.0,69283690.0,227471070.0,444100035.0,2007.0,2.35,115.0,17369.0,110000000.0,8.1,227137090.0
130000000.0,60239130.0,215434591.0,631746197.0,2008.0,2.35,92.0,12754.0,130000000.0,7.6,215395021.0
130000000.0,57225526.0,180202163.0,519311965.0,2015.0,1.85,117.0,5730.0,130000000.0,7.4,180191634.0
130000000.0,158074286.0,424668047.0,865011746.0,2013.0,2.35,146.0,49355.0,130000000.0,7.6,424645577.0
120000000.0,141067634.0,292324737.0,829746820.0,2012.0,2.35,115.0,59177.0,120000000.0,5.5,292298923.0
135000000.0,52107731.0,177397510.0,386041607.0,2015.0,1.85,94.0,17883.0,135000000.0,6.7,177343675.0
132000000.0,64878725.0,234280354.0,603873119.0,2005.0,1.85,116.0,12758.0,132000000.0,6.5,234277056.0
130000000.0,46522560.0,138608444.0,273339556.0,2003.0,2.35,147.0,12954.0,130000000.0,6.6,138396624.0
130000000.0,34077439.0,149260504.0,554987477.0,2011.0,2.35,90.0,5046.0,130000000.0,6.7,149234747.0
110000000.0,36011243.0,118311368.0,293503354.0,2010.0,2.35,101.0,12406.0,110000000.0,6.4,118311368.0
125000000.0,43720472.0,101200044.0,359200044.0,2014.0,1.85,138.0,32355.0,125000000.0,5.8,101160529.0
135000000.0,9720993.0,77591831.0,373993951.0,2011.0,2.35,107.0,4631.0,135000000.0,7.4,77564037.0
130000000.0,93687367.0,249975996.0,796818217.0,2004.0,2.35,142.0,33284.0,130000000.0,7.8,249358727.0
130000000.0,14800723.0,49554002.0,211787511.0,2008.0,2.35,165.0,921.0,130000000.0,6.6,49551662.0
130000000.0,27520040.0,60522097.0,243611982.0,2013.0,2.35,100.0,14168.0,130000000.0,4.9,60522097.0
127500000.0,38854851.0,137748063.0,349822765.0,2000.0,1.85,82.0,2945.0,127500000.0,6.5,137748063.0
127000000.0,17100520.0,113746621.0,363204635.0,2014.0,1.85,98.0,53587.0,127000000.0,6.2,113733726.0
130000000.0,46016833.0,148415853.0,321885765.0,2010.0,2.35,95.0,46120.0,130000000.0,7.3,148337537.0
125000000.0,90294621.0,318087620.0,984210546.0,2001.0,2.35,159.0,13191.0,125000000.0,7.5,317557891.0
130000000.0,12691415.0,33618855.0,78324220.0,2013.0,2.35,96.0,31549.0,130000000.0,5.6,33592415.0
140000000.0,46630690.0,305413918.0,654264015.0,2003.0,2.35,143.0,48184.0,140000000.0,8.1,305388685.0
125000000.0,121897634.0,337135885.0,755356711.0,2014.0,2.35,123.0,81385.0,125000000.0,6.7,337103873.0
125000000.0,77073388.0,217536138.0,760006945.0,2006.0,2.35,174.0,16008.0,125000000.0,6.6,217536138.0
103000000.0,39327869.0,131538435.0,498781117.0,2014.0,2.35,101.0,1031.0,103000000.0,6.4,131536019.0
110000000.0,85558731.0,214949694.0,407711549.0,2003.0,2.35,134.0,20952.0,110000000.0,7.5,214948780.0
125000000.0,86198765.0,209837675.0,626137675.0,2011.0,2.35,132.0,55345.0,125000000.0,7.3,209805005.0
125000000.0,39637079.0,186848418.0,543848418.0,2011.0,2.35,129.0,22403.0,125000000.0,7.5,186830669.0
125000000.0,61235105.0,163214888.0,493214993.0,2010.0,2.35,106.0,18003.0,125000000.0,5.8,163192114.0
65000000.0,25533700.0,119412921.0,261317921.0,1990.0,1.85,113.0,1441.0,65000000.0,7.5,119412921.0
160000000.0,10267756.0,32698899.0,61698899.0,1999.0,2.35,102.0,1815.0,85000000.0,6.6,32694788.0
125000000.0,38142825.0,113203870.0,276144750.0,2012.0,2.35,135.0,12175.0,125000000.0,6.7,113165635.0
125000000.0,42872605.0,107353792.0,238235915.0,1997.0,1.85,125.0,2699.0,125000000.0,3.7,107285004.0
123000000.0,55082330.0,260044825.0,345141403.0,2000.0,1.85,110.0,4146.0,123000000.0,6.0,260031035.0
125000000.0,68743584.0,186740799.0,552639571.0,2004.0,2.35,124.0,20553.0,125000000.0,6.4,186739919.0
125000000.0,57845297.0,215409889.0,546388108.0,2000.0,2.35,123.0,11930.0,125000000.0,6.1,215397307.0
140000000.0,41325042.0,182618434.0,328718434.0,2000.0,2.35,130.0,2684.0,140000000.0,6.4,182618434.0
130000000.0,58051684.0,131921738.0,301913131.0,2007.0,2.35,92.0,15302.0,130000000.0,5.6,131920333.0
120000000.0,22451514.0,124987023.0,609016565.0,2012.0,1.85,127.0,2121.0,120000000.0,8.0,124976634.0
110000000.0,45388836.0,115802596.0,228738393.0,2007.0,2.35,123.0,14017.0,110000000.0,5.2,115802596.0
120000000.0,59215365.0,162434410.0,415484914.0,2016.0,2.35,123.0,13752.0,120000000.0,7.1,108521835.0
120000000.0,37634221.0,100830111.0,259175788.0,2003.0,2.35,107.0,4046.0,120000000.0,4.8,100685880.0
130000000.0,51050101.0,126477084.0,403354469.0,2012.0,2.35,124.0,24098.0,130000000.0,7.0,126464904.0
120000000.0,15115152.0,64956806.0,169956806.0,2002.0,1.85,77.0,2682.0,120000000.0,5.4,64736114.0
115000000.0,29807393.0,93050117.0,286140700.0,2013.0,2.35,109.0,17689.0,115000000.0,6.6,93050117.0
105000000.0,24289165.0,57761012.0,115900534.0,2004.0,2.35,134.0,17159.0,105000000.0,6.7,57637485.0
100000000.0,21681430.0,58607007.0,242688965.0,2014.0,2.35,117.0,14161.0,100000000.0,6.2,58607007.0
120000000.0,18561337.0,43945766.0,93945766.0,2008.0,2.35,135.0,902.0,120000000.0,6.1,43929341.0
120000000.0,7484696.0,30212620.0,48668907.0,2010.0,1.85,121.0,993.0,120000000.0,5.3,30212620.0
117000000.0,20139985.0,76423035.0,261989769.0,2010.0,2.35,117.0,12731.0,117000000.0,6.3,76418654.0
120000000.0,37054485.0,89107235.0,286168572.0,2013.0,2.35,124.0,22004.0,120000000.0,7.0,89021735.0
113000000.0,108435841.0,380270577.0,868390560.0,2005.0,2.35,140.0,44042.0,113000000.0,7.6,380262555.0
115000000.0,80027814.0,310676740.0,653779970.0,2002.0,1.78,142.0,42990.0,115000000.0,6.7,310675583.0
115000000.0,62577067.0,289916256.0,632316649.0,2001.0,1.85,92.0,15013.0,115000000.0,8.1,289907418.0
120000000.0,53113752.0,132556852.0,414828246.0,2013.0,2.35,138.0,23755.0,120000000.0,6.7,132550960.0
115000000.0,64820970.0,474544677.0,1027082707.0,1999.0,2.35,136.0,37723.0,115000000.0,6.5,474544677.0
135000000.0,43639736.0,187168425.0,587204668.0,2013.0,2.35,98.0,43286.0,135000000.0,7.3,187165546.0
115000000.0,14520412.0,40914068.0,77628265.0,2002.0,2.35,153.0,15046.0,115000000.0,6.0,40911830.0
115000000.0,19445035.0,48390190.0,164989338.0,2016.0,2.35,120.0,46719.0,115000000.0,6.1,47952020.0
125000000.0,65575105.0,191204754.0,485004754.0,2014.0,2.35,101.0,2690.0,125000000.0,5.9,190871240.0
